RI90000BM3;1925036184954732590;5.1.2023;850.0;3.0;1542
RI95000BM3;1925036184954732592;5.1.2023;2400.0;1.0;1358
Si73000BA3;1892948037609718291;5.1.2023;1377.0;1.0;3706
Si75000BA3;1892948037609718328;5.1.2023;700.0;3.0;9840
Si75000BA3;1892948037609718329;5.1.2023;700.0;15.0;9840
RI90000BM3;1925036184954732675;5.1.2023;850.0;1.0;1542
RI95000BA3;1925036184954732688;5.1.2023;2660.0;2.0;222
RI97500BA3;1925036184954732707;5.1.2023;1590.0;1.0;1248
RI95000BA3;1925036184954732712;5.1.2023;2650.0;1.0;222
RI102500BA3;1925036184954732714;5.1.2023;520.0;1.0;988
Si75000BA3;1892948037609718632;5.1.2023;700.0;82.0;9840
RI87500BM3;1925036184954732738;5.1.2023;540.0;2.0;268
RI95000BM3;1925036184954732744;5.1.2023;2370.0;1.0;1358
RI95000BM3;1925036184954732749;5.1.2023;2390.0;1.0;1358
RI95000BM3;1925036184954732750;5.1.2023;2400.0;2.0;1358
RI105000BA3;1925036184954732762;5.1.2023;300.0;2.0;3610
Si72000BA3;1892948037609718865;5.1.2023;1842.0;1.0;3798
Si72000BA3;1892948037609718981;5.1.2023;1837.0;1.0;3800
Si75000BC3;1892948037609719027;5.1.2023;2296.0;80.0;9968
Si71000BM3;1892948037609719085;5.1.2023;799.0;1.0;478
RI95000BM3;1925036184954732840;5.1.2023;2460.0;3.0;1364
RI95000BM3;1925036184954732841;5.1.2023;2460.0;1.0;1366
RI105000BA3;1925036184954732853;5.1.2023;320.0;5.0;3610
Si75000BA3;1892948037609719243;5.1.2023;699.0;5.0;9830
Si72000BM3;1892948037609719304;5.1.2023;1200.0;5.0;674
Si72000BM3;1892948037609719313;5.1.2023;1207.0;2.0;678
Si72000BM3;1892948037609719314;5.1.2023;1211.0;3.0;684
RI102500BA3;1925036184954732869;5.1.2023;490.0;2.0;988
RI105000BA3;1925036184954732881;5.1.2023;320.0;50.0;3710
RI90000BM3;1925036184954732896;5.1.2023;920.0;2.0;1546
Si72750BC3;1892948037609719357;5.1.2023;3100.0;7.0;128
Si75000BA3;1892948037609719358;5.1.2023;700.0;100.0;9830
Si72000BO3;1892948037609719359;5.1.2023;2850.0;5.0;180
RI90000BM3;1925036184954732908;5.1.2023;920.0;1.0;1548
Si80000BA3;1892948037609719410;5.1.2023;151.0;1.0;8282
RI105000BA3;1925036184954732954;5.1.2023;320.0;10.0;3730
RI105000BA3;1925036184954732978;5.1.2023;320.0;1.0;3732
RI95000BA3;1925036184954732987;5.1.2023;2580.0;3.0;226
Si80000BA3;1892948037609719504;5.1.2023;162.0;1.0;8282
Si73000BA3;1892948037609719508;5.1.2023;1344.0;1.0;3706
Si73000BA3;1892948037609719524;5.1.2023;1338.0;1.0;3706
Si73000BA3;1892948037609719525;5.1.2023;1333.0;1.0;3708
Si73000BA3;1892948037609719526;5.1.2023;1330.0;4.0;3716
Si75000BA3;1892948037609719531;5.1.2023;700.0;1.0;9832
RI95000BO3;1925036184954733032;5.1.2023;6050.0;2.0;292
RI90000BM3;1925036184954733033;5.1.2023;930.0;1.0;1548
Si72000BA3;1892948037609719676;5.1.2023;1840.0;1.0;3800
Si72000BM3;1892948037609719678;5.1.2023;1180.0;1.0;684
Si72000BA3;1892948037609719717;5.1.2023;1836.0;1.0;3800
Si72000BM3;1892948037609719719;5.1.2023;1180.0;1.0;684
Si72500BC3;1892948037609719832;5.1.2023;3248.0;5.0;826
Si72000BA3;1892948037609719863;5.1.2023;1831.0;1.0;3802
Si72000BA3;1892948037609719864;5.1.2023;1831.0;1.0;3804
RI90000BM3;1925036184954733056;5.1.2023;930.0;1.0;1548
Si68000BM3;1892948037609720023;5.1.2023;210.0;1.0;4242
Si67500BM3;1892948037609720027;5.1.2023;176.0;15.0;1544
Si80000BC3;1892948037609720029;5.1.2023;1102.0;5.0;39690
RI105000BA3;1925036184954733099;5.1.2023;320.0;4.0;3732
RI100000BA3;1925036184954733100;5.1.2023;850.0;1.0;1140
Si73000BM3;1892948037609720237;5.1.2023;1670.0;3.0;46
Si72000BM3;1892948037609720289;5.1.2023;1157.0;2.0;688
Si73000BA3;1892948037609720292;5.1.2023;1385.0;4.0;3716
Si73000BA3;1892948037609720333;5.1.2023;1360.0;4.0;3716
Si73000BA3;1892948037609720362;5.1.2023;1356.0;5.0;3716
Si80000BC3;1892948037609720423;5.1.2023;1049.0;3.0;39692
Si80000BC3;1892948037609720424;5.1.2023;1000.0;3.0;39698
Si80000BC3;1892948037609720425;5.1.2023;1000.0;3.0;39704
Si72500BA3;1892948037609720433;5.1.2023;1615.0;10.0;502
RI97500BA3;1925036184954733154;5.1.2023;1520.0;2.0;1248
Si67500BM3;1892948037609720434;5.1.2023;176.0;10.0;1564
Si73000BA3;1892948037609720472;5.1.2023;1338.0;1.0;3716
Si73000BA3;1892948037609720473;5.1.2023;1338.0;4.0;3716
Si80000BC3;1892948037609720522;5.1.2023;1000.0;91.0;39886
Si80000BC3;1892948037609720534;5.1.2023;1000.0;99.0;40084
Si80000BC3;1892948037609720537;5.1.2023;1000.0;1.0;40086
Si80000BC3;1892948037609720538;5.1.2023;1000.0;100.0;40286
Si80000BC3;1892948037609720543;5.1.2023;1000.0;100.0;40486
Si80000BC3;1892948037609720544;5.1.2023;1000.0;99.0;40684
Si80000BC3;1892948037609720550;5.1.2023;1000.0;1.0;40686
Si73000BA3;1892948037609720553;5.1.2023;1334.0;1.0;3716
Si80000BC3;1892948037609720563;5.1.2023;1000.0;99.0;40884
Si80000BC3;1892948037609720586;5.1.2023;1000.0;1.0;40886
Si80000BC3;1892948037609720587;5.1.2023;1000.0;100.0;41086
Si80000BC3;1892948037609720588;5.1.2023;1000.0;100.0;41286
Si80000BC3;1892948037609720589;5.1.2023;1000.0;99.0;41484
RI95000BA3;1925036184954733222;5.1.2023;2590.0;4.0;234
RI105000BA3;1925036184954733223;5.1.2023;320.0;10.0;3752
Si80000BC3;1892948037609720591;5.1.2023;1000.0;1.0;41486
Si80000BC3;1892948037609720611;5.1.2023;1000.0;95.0;41676
Si72500BM3;1892948037609720618;5.1.2023;1400.0;3.0;86
RI105000BA3;1925036184954733224;5.1.2023;320.0;5.0;3762
Si71000BM3;1892948037609720619;5.1.2023;765.0;1.0;476
Si72500BM3;1892948037609720621;5.1.2023;1400.0;10.0;86
Si75000BC3;1892948037609720638;5.1.2023;2265.0;1.0;9970
RI95000BO3;1925036184954733227;5.1.2023;6050.0;3.0;298
RI95000BA3;1925036184954733228;5.1.2023;2600.0;7.0;248
Si72500BM3;1892948037609720661;5.1.2023;1400.0;2.0;90
RI95000BO3;1925036184954733231;5.1.2023;6030.0;5.0;308
